Vmag,Plx,B-V,SpType,Luminousity Classes,label
7.41,16.26,0.458,F5V,V,4
8.71,3.48,0.524,F5V,V,4
5.88,19.59,0.412,F6IV,V,4
6.17,7.28,1.581,M0III,III,2
9.34,2.54,1.016,K0III,III,2
6.14,14.44,0.247,A9V,V,4
10.09,7.6,0.62,F6V,V,4
8.47,14.27,0.584,G2V,V,4
8.35,11.28,0.519,F6V,V,4
6.97,18.81,0.429,F3V,V,4
7.17,5.3,0.144,A3V,V,4
7.89,3.35,0.945,G6III,III,2
8.39,5.51,0.349,F0IV,V,4
8.54,3.9,1.074,K0III,III,2
9.71,11.74,0.574,G3V,V,4
8.08,10.95,0.434,F5IV,V,4
8.72,1.61,0.372,F0V,V,4
8.99,6.95,0.49,F5V,V,4
9.57,6.34,0.439,F3V,V,4
6.61,4.59,1.401,K2III,III,2
7.67,-5.32,0.194,A7V,V,4
5.27,6.85,1.271,K3III,III,2
10.24,29.08,1.253,K7V,V,4
8.27,2.67,1.103,K0III,III,2
8.54,2.24,1.23,K2III,III,2
9.56,6.86,0.629,G2V,V,4
8.66,1.99,1.296,K2III,III,2
8.3,10.82,0.454,F5V,V,4
8.07,7.44,0.528,F6V,V,4
9.3,3.21,0.553,F6V,V,4
5.27,11.18,0.981,G4III,III,2
9.85,6.41,0.561,F7V,V,4
8.67,38.3,0.935,K2V,V,4
7.48,5.61,1.289,K2III,III,2
8.95,5.75,0.318,F2V,V,4
9.78,3.06,0.552,F6V,V,4
8.99,10.31,0.596,G1V,V,4
8.18,3.76,1.056,G8III,III,2
9.34,6.93,0.68,K1III,III,2
7.91,4.39,0.277,A9IV,V,4
9.26,-0.98,0.28,B1V,V,4
4.74,38.73,0.454,F5V,V,4
5.15,8.33,1.472,K5III,III,2
6.59,3.4,1.214,K1III,III,2
6.28,7.75,1.027,K0III,III,2
7.45,5.58,1.01,K0III,III,2
7.58,2.67,0.848,G5III,III,2
10.3,-0.22,0.536,O9V,V,4
11.76,1.68,0.49,B6V,V,4
8.31,4.76,-0.4,A1V,V,4
8.56,14.48,0.63,G1V,V,4
8.7,6.19,0.88,G8IV,V,4
7.41,11.39,0.217,A4V,V,4
8.85,3.28,1.012,K0III,III,2
5.84,12.54,1.083,K0III,III,2
8.86,3.7,0.327,A7IV,V,4
6.0,34.84,0.572,F8V,V,4
9.39,7.75,0.526,F5V,V,4
8.54,0.42,0.071,B0III,III,2
8.76,5.58,0.369,F0V,V,4
8.84,44.31,1.045,K4V,V,4
10.1,2.61,0.381,A2II,II,1
7.96,3.84,1.015,K0II,II,1
8.69,2.49,1.291,K2III,III,2
8.9,13.82,0.509,F6V,V,4
9.35,11.63,0.66,G3V,V,4
8.47,2.88,0.927,G6IV,V,4
7.87,19.92,0.616,G2V,V,4
9.51,4.52,1.026,G8IV,V,4
7.21,4.09,1.05,G8III,III,2
7.6,6.54,0.157,A3III,III,2
9.52,4.6,0.663,G1V,V,4
8.37,25.12,0.815,K0V,V,4
7.61,3.53,0.043,A0IV,V,4
8.73,4.96,1.156,G8V,V,4
9.26,3.26,0.524,F5V,V,4
7.83,10.71,0.76,G8V,V,4
6.86,13.39,0.45,F5V,V,4
7.74,3.76,1.602,K5III,III,2
9.07,2.59,0.992,G8III,III,2
6.79,3.12,-0.048,B9V,V,4
10.12,14.98,0.58,B1V,V,4
7.71,2.3,1.436,K3III,III,2
7.8,4.98,1.036,K0III,III,2
6.19,8.93,1.1,K1III,III,2
6.84,17.0,0.568,F8V,V,4
9.12,10.04,0.617,G2V,V,4
8.61,17.58,0.646,G5V,V,4
4.96,7.19,-0.05,B9V,V,4
6.73,19.82,0.441,F5V,V,4
8.11,3.24,1.256,K2III,III,2
8.0,9.56,0.66,G0III,III,2
6.24,18.72,0.509,F6V,V,4
7.89,3.05,1.648,M2III,III,2
9.43,2.85,1.045,G8III,III,2
6.98,5.86,1.451,K1III,III,2
7.72,1.91,0.987,K0II,II,1
7.96,4.63,1.075,K1III,III,2
7.14,4.8,1.08,K1III,III,2
8.62,10.98,0.458,F6V,V,4
7.6,8.03,0.36,A9V,V,4
9.77,8.67,0.437,F0V,V,4
8.77,-0.56,0.45,B0III,III,2
7.57,24.35,0.534,F7V,V,4
9.76,3.81,0.554,G3V,V,4
9.18,4.54,0.529,F5V,V,4
9.1,14.24,0.642,G3V,V,4
8.94,2.77,1.195,K2III,III,2
9.33,1.42,1.169,K1III,III,2
8.59,5.19,1.007,G8IV,V,4
8.41,0.09,1.492,K5III,III,2
8.16,9.67,0.926,K0III,III,2
8.16,10.17,0.551,F6V,V,4
9.81,24.8,0.906,K3V,V,4
7.02,6.03,1.062,K0III,III,2
8.83,-0.12,1.208,K2III,III,2
9.64,7.53,0.595,G2V,V,4
9.23,4.23,0.64,G1V,V,4
8.49,0.41,1.201,K2III,III,2
8.74,2.69,0.976,K0III,III,2
5.74,5.94,1.393,K4III,III,2
7.03,3.46,1.54,M4III,III,2
7.44,14.88,0.684,G2V,V,4
8.22,5.72,0.008,A0V,V,4
9.22,2.28,1.183,K2III,III,2
8.08,5.11,1.282,K2III,III,2
7.87,7.04,0.185,A3IV,V,4
10.09,7.04,0.71,G3V,V,4
9.31,6.77,0.513,F5V,V,4
7.98,3.91,1.044,K0III,III,2
6.83,27.85,0.67,G5IV,V,4
8.56,2.75,0.969,K0III,III,2
8.24,4.02,1.07,K0V,V,4
7.31,4.38,1.211,G5V,V,4
6.96,5.45,0.958,G8III,III,2
8.95,16.26,0.66,G5V,V,4
8.65,1.67,1.303,K2III,III,2
8.42,20.28,0.696,G3V,V,4
8.44,5.81,0.41,F2V,V,4
9.12,3.22,0.657,F7V,V,4
5.72,4.82,1.389,K4III,III,2
7.22,4.99,1.088,K1III,III,2
8.18,5.8,0.278,A7III,III,2
6.64,6.49,0.422,F4II,II,1
8.66,7.75,0.483,F5V,V,4
8.19,3.45,1.104,K0III,III,2
5.38,-0.6,1.652,M3III,III,2
9.51,11.55,0.549,G3V,V,4
4.87,8.77,0.88,G8III,III,2
9.3,6.14,0.54,F5V,V,4
8.02,11.43,0.609,G1IV,V,4
6.93,15.72,0.674,G3V,V,4
9.83,5.06,0.64,G3V,V,4
5.53,6.31,1.607,M0III,III,2
8.34,47.04,1.069,K3V,V,4
9.47,32.09,1.06,K2V,V,4
7.26,6.54,0.537,F6III,III,2
8.39,6.51,0.993,K2III,III,2
5.79,138.72,0.918,K3V,V,4
7.08,3.0,0.039,A0IV,V,4
8.09,5.75,0.905,G8III,III,2
8.38,25.41,0.77,K0V,V,4
8.78,7.72,0.566,F8V,V,4
8.88,2.42,0.09,B9V,V,4
8.69,6.25,0.358,F2IV,V,4
8.1,3.63,0.979,K0III,III,2
7.76,4.87,1.033,K0III,III,2
7.65,4.3,0.991,K0III,III,2
7.5,4.63,1.026,K0III,III,2
6.91,8.14,1.034,K0III,III,2
8.63,2.51,0.161,A2V,V,4
8.47,2.0,0.076,B9III,III,2
8.62,3.1,0.18,B9III,III,2
5.64,28.4,0.516,F7V,V,4
9.32,2.92,1.232,K2III,III,2
7.53,1.7,1.521,M4III,III,2
7.7,15.75,0.598,G2V,V,4
6.83,6.44,1.117,K0III,III,2
7.66,3.96,1.025,K0III,III,2
9.28,8.85,0.718,G5V,V,4
7.59,4.69,1.057,K0III,III,2
8.62,9.08,0.48,F5V,V,4
5.91,18.42,0.502,F5V,V,4
7.1,25.36,0.41,F4V,V,4
5.78,39.16,0.653,G1V,V,4
6.48,24.92,0.51,F6III,III,2
8.88,4.97,0.396,F2V,V,4
7.02,4.71,0.971,K0III,III,2
8.54,4.63,0.369,F2V,V,4
6.23,18.11,0.515,F8V,V,4
7.22,8.63,0.397,F5III,III,2
7.63,4.6,0.103,A0IV,V,4
8.19,5.79,0.99,G8III,III,2
8.46,3.25,0.373,B8III,III,2
6.54,3.54,-0.114,B5V,V,4
9.3,5.82,0.592,G1V,V,4
8.81,2.3,1.256,K1III,III,2
9.02,-0.07,0.087,A0V,V,4
8.41,8.3,0.467,F3V,V,4
5.3,22.49,0.289,A6V,V,4
7.41,-1.07,0.885,F0III,III,2
7.81,9.6,0.298,A9V,V,4
8.59,5.37,1.054,K0III,III,2
5.8,4.0,1.561,K5III,III,2
8.15,3.02,1.244,K2III,III,2
8.69,6.67,0.577,F8V,V,4
9.24,13.83,0.592,G0V,V,4
8.6,2.59,0.229,B9III,III,2
6.77,5.02,1.036,K0III,III,2
9.01,3.07,1.212,K2III,III,2
9.07,1.65,1.07,G5V,V,4
7.35,1.98,1.457,K4III,III,2
9.48,6.42,0.469,F3V,V,4
6.91,4.12,0.91,G8III,III,2
8.88,2.43,1.119,K0III,III,2
6.4,12.11,0.431,F6IV,V,4
5.17,12.73,0.896,G8III,III,2
9.08,2.53,1.024,K0III,III,2
9.34,2.91,0.602,F6V,V,4
9.6,8.22,0.614,G1V,V,4
7.23,16.61,0.927,K0V,V,4
7.37,2.83,1.453,K4III,III,2
8.9,9.22,0.593,G0V,V,4
6.19,12.08,0.49,F6III,III,2
5.84,27.99,0.476,F5V,V,4
8.21,7.8,0.436,F3V,V,4
9.79,5.07,0.75,G5IV,V,4
7.67,7.0,0.407,F2II,II,1
9.15,5.22,0.421,F2V,V,4
6.48,18.71,0.521,F6V,V,4
8.93,3.23,0.369,F2V,V,4
7.36,27.89,0.583,G0V,V,4
7.46,6.98,0.309,F0V,V,4
7.95,1.52,1.578,M2III,III,2
9.55,3.82,0.474,F5V,V,4
9.03,-0.23,1.347,K2III,III,2
6.21,7.46,0.999,G9III,III,2
8.13,2.8,1.164,K0III,III,2
5.45,9.41,0.168,A7V,V,4
8.4,8.97,0.33,A9V,V,4
9.35,5.28,0.52,F5V,V,4
6.7,4.07,1.431,K4III,III,2
8.59,9.09,0.549,F6V,V,4
9.94,-0.3,0.408,F3V,V,4
8.55,4.48,0.458,F3V,V,4
9.46,4.11,0.467,F6V,V,4
8.16,2.42,1.17,K1IV,V,4
8.39,9.89,0.49,F5IV,V,4
8.23,5.48,0.465,F3V,V,4
8.42,9.04,0.526,F5V,V,4
7.75,5.13,1.032,G8III,III,2
7.59,3.49,1.049,K0III,III,2
8.46,4.03,0.318,F0IV,V,4
7.98,12.64,0.511,F7V,V,4
7.69,3.08,1.381,K2III,III,2
7.58,2.03,1.176,K1III,III,2
8.19,6.99,0.441,F3V,V,4
4.08,5.04,-0.212,B2IV,V,4
6.55,6.68,-0.073,B8V,V,4
4.83,36.99,0.447,F5V,V,4
7.11,2.79,1.289,K3III,III,2
4.12,21.27,-0.061,B9III,III,2
8.29,4.39,1.211,K2III,III,2
8.34,2.84,-0.076,B9V,V,4
8.94,9.91,0.651,G0V,V,4
7.32,7.68,0.77,G5V,V,4
9.25,4.89,0.536,F7V,V,4
8.15,5.48,1.077,K0III,III,2
7.55,3.44,1.082,K0II,II,1
7.68,3.95,0.281,A9IV,V,4
7.34,1.66,1.413,K3III,III,2
8.3,24.97,0.708,G5V,V,4
8.56,1.57,1.176,K0III,III,2
4.74,25.15,0.061,A2V,V,4
8.16,12.28,0.633,G3V,V,4
8.55,14.94,0.588,G3V,V,4
7.47,5.22,0.186,A5III,III,2
7.98,8.35,0.99,K0III,III,2
7.95,2.78,1.28,K3III,III,2
7.85,3.11,1.523,M3III,III,2
6.52,6.28,1.039,K0III,III,2
9.44,24.94,1.027,K4V,V,4
5.79,46.42,0.524,F6V,V,4
10.83,4.93,0.97,G5III,III,2
9.76,6.92,0.465,F5V,V,4
7.45,6.54,0.025,A0II,II,1
6.6,2.1,0.087,B9V,V,4
9.31,4.76,0.398,F3V,V,4
7.42,6.03,0.155,A5III,III,2
8.33,4.96,1.147,K0III,III,2
6.71,4.92,0.261,A7IV,V,4
8.69,4.72,0.529,F8V,V,4
7.54,4.0,0.478,F5V,V,4
8.04,10.09,0.514,F5V,V,4
9.02,4.21,0.145,B9V,V,4
8.36,17.31,0.524,G0V,V,4
8.01,15.67,0.564,F8V,V,4
5.21,20.49,0.411,F4IV,V,4
4.11,22.42,1.006,K0III,III,2
7.06,4.21,1.186,K2III,III,2
5.3,13.97,0.081,A3V,V,4
7.55,13.85,0.547,F7V,V,4
7.87,12.41,0.616,G0IV,V,4
7.08,5.59,1.015,G5IV,V,4
9.26,14.69,0.618,G3V,V,4
7.73,4.48,1.182,K1IV,V,4
8.09,3.36,1.144,K1III,III,2
8.48,1.53,1.278,K2III,III,2
8.45,2.83,1.086,K1III,III,2
8.55,21.41,0.637,G3V,V,4
7.46,2.26,-0.009,B6V,V,4
9.51,10.92,0.556,F7V,V,4
8.09,3.37,1.133,K1III,III,2
5.72,46.24,0.511,F7IV,V,4
8.49,2.56,0.48,B8V,V,4
9.56,-0.97,0.993,K0III,III,2
8.89,4.62,0.461,F6IV,V,4
8.54,6.81,0.273,A4V,V,4
7.82,1.92,1.332,K2III,III,2
9.77,4.01,0.39,A0V,V,4
7.76,18.8,0.7,G6V,V,4
7.27,13.59,0.529,F7V,V,4
8.49,2.84,0.051,B9V,V,4
8.6,6.3,0.383,F0V,V,4
5.98,20.29,0.429,F5V,V,4
8.84,10.2,0.51,F6V,V,4
7.08,4.99,1.351,K4III,III,2
7.38,0.26,1.605,M0III,III,2
7.09,12.96,0.508,F6V,V,4
7.82,5.33,1.209,K2III,III,2
8.68,9.84,0.554,F7V,V,4
9.13,15.32,0.661,G5V,V,4
7.93,3.43,0.639,B7II,II,1
9.05,5.47,1.171,K3III,III,2
8.34,17.75,0.617,G0V,V,4
9.11,3.67,1.094,K0III,III,2
6.81,7.94,1.036,K0IV,V,4
8.37,5.31,0.177,A3V,V,4
10.51,15.31,1.141,K3V,V,4
8.35,2.25,0.008,B8V,V,4
5.99,8.59,0.917,G8III,III,2
8.86,-0.2,0.109,B8V,V,4
6.09,24.47,0.876,G8IV,V,4
8.68,4.73,0.912,K0IV,V,4
8.76,13.17,0.56,F7V,V,4
8.94,3.36,1.114,K0III,III,2
8.82,0.41,0.057,A0IV,V,4
4.91,40.52,0.582,F9V,V,4
9.28,2.34,0.986,G8III,III,2
5.74,9.64,-0.017,A0V,V,4
7.05,6.61,1.234,K3III,III,2
6.32,7.66,0.064,A2V,V,4
8.02,3.54,1.055,K0III,III,2
5.4,58.0,0.561,G3IV,V,4
7.62,13.55,0.468,F5V,V,4
8.38,2.27,0.994,K0III,III,2
8.93,4.01,1.134,K0III,III,2
6.79,3.6,0.8,G0II,II,1
7.54,3.81,0.983,K0III,III,2
8.71,5.8,1.1,K1III,III,2
8.65,7.1,0.39,F3V,V,4
9.38,9.84,0.53,F6V,V,4
8.83,8.78,0.534,F7V,V,4
9.03,8.56,0.448,F3V,V,4
7.58,5.02,0.15,A1III,III,2
3.47,39.78,0.093,A3V,V,4
6.35,5.95,-0.022,B9V,V,4
8.82,6.92,0.238,A5V,V,4
7.26,3.64,1.314,K2III,III,2
6.66,6.11,1.0,G8III,III,2
6.23,18.36,0.542,F5V,V,4
4.65,8.82,-0.122,B3V,V,4
9.04,36.44,1.04,K5V,V,4
7.44,20.69,0.588,G0V,V,4
8.09,3.48,1.054,G8III,III,2
9.02,1.71,0.849,F7III,III,2
6.85,6.18,0.942,G8III,III,2
8.49,6.72,0.456,F5IV,V,4
7.51,4.11,0.848,G5III,III,2
8.15,2.58,1.143,K0III,III,2
6.35,9.27,0.089,A3V,V,4
8.97,6.82,0.556,F7V,V,4
9.44,6.05,0.6,G5V,V,4
8.81,4.16,1.273,K2III,III,2
7.83,5.54,1.071,K0III,III,2
8.63,18.0,0.668,G5V,V,4
4.24,7.4,-0.122,B7IV,V,4
6.15,8.06,0.088,A2V,V,4
4.1,89.03,0.514,F7V,V,4
7.13,9.27,0.761,G5V,V,4
6.96,23.8,0.634,G3V,V,4
6.4,7.89,1.143,K2III,III,2
6.21,9.34,0.04,A1V,V,4
8.24,3.78,1.14,K1III,III,2
7.81,5.86,0.323,A5II,II,1
8.39,22.68,0.772,G8V,V,4
5.95,8.02,0.136,A5III,III,2
8.2,1.85,1.71,K2III,III,2
9.59,9.77,0.64,G2V,V,4
9.11,3.46,0.641,F6III,III,2
9.15,4.49,0.514,F3V,V,4
9.46,5.13,0.529,F7V,V,4
7.14,25.05,0.517,F7V,V,4
9.36,3.65,0.845,G8IV,V,4
8.44,3.58,0.297,A9V,V,4
8.97,9.43,0.552,F8V,V,4
9.49,4.66,0.437,F2V,V,4
6.84,2.51,1.358,K2III,III,2
7.13,9.47,0.055,A0V,V,4
8.24,10.4,0.408,F3V,V,4
8.85,12.61,0.611,G2V,V,4
10.12,13.1,0.762,K0V,V,4
9.61,8.86,0.663,G5V,V,4
6.86,9.08,0.962,K0III,III,2
8.54,9.06,0.4,F5V,V,4
8.1,4.67,1.036,K0III,III,2
6.67,17.22,0.449,F6V,V,4
8.2,11.49,0.468,F3V,V,4
7.64,19.61,0.58,G0V,V,4
8.55,1.59,0.114,B4V,V,4
9.42,8.79,0.524,G0V,V,4
9.66,18.68,0.79,K1V,V,4
8.97,4.63,0.506,F7V,V,4
8.69,0.47,1.465,K3III,III,2
8.89,3.79,1.131,K1III,III,2
8.35,3.99,0.107,A0V,V,4
7.78,12.75,0.609,G1V,V,4
9.18,1.79,1.306,K1III,III,2
9.71,5.87,0.393,F2V,V,4
9.81,15.84,0.73,G8V,V,4
7.89,38.95,0.84,K1IV,V,4
8.76,4.12,1.057,K1III,III,2
8.58,8.28,0.5,F5V,V,4
7.19,13.49,0.387,F3V,V,4
8.9,12.31,0.576,G0V,V,4
8.56,10.03,0.431,F0V,V,4
7.38,4.48,1.062,G8III,III,2
9.3,8.95,0.597,G1V,V,4
8.3,0.39,1.005,K0III,III,2
8.54,11.9,0.44,F3V,V,4
8.4,3.57,1.025,K0III,III,2
7.89,12.08,0.529,F7V,V,4
9.03,6.26,0.399,F2IV,V,4
7.96,1.62,1.547,K5III,III,2
9.83,7.97,0.506,F8V,V,4
6.27,7.93,0.935,G8III,III,2
9.64,2.93,0.7,G8V,V,4
8.65,2.43,1.294,K2III,III,2
7.68,16.27,0.559,F7V,V,4
8.33,6.99,0.429,F5V,V,4
6.28,21.24,0.385,A9V,V,4
8.25,17.31,0.585,G0V,V,4
6.51,3.39,0.528,F0V,V,4
9.32,2.78,0.423,F3V,V,4
6.47,26.18,0.398,F2V,V,4
7.87,4.64,1.117,K1III,III,2
7.19,6.59,0.947,K0III,III,2
9.06,2.12,1.125,K2III,III,2
9.24,-1.03,0.5,B1V,V,4
7.51,5.1,1.183,G9III,III,2
9.48,11.81,0.639,G2V,V,4
9.71,4.14,0.576,G2V,V,4
9.39,5.54,0.9,G0V,V,4
8.04,3.63,1.13,K1III,III,2
4.52,18.06,1.112,K1III,III,2
6.63,4.07,1.434,M5III,III,2
7.69,11.69,0.945,K0IV,V,4
8.15,3.88,1.232,K2III,III,2
8.46,8.17,0.308,A9V,V,4
8.67,3.34,0.967,G8III,III,2
7.83,6.13,0.609,G0V,V,4
7.56,44.71,0.82,K1V,V,4
7.21,2.73,0.996,K0III,III,2
9.07,6.47,0.536,F7V,V,4
8.6,6.37,0.326,A9V,V,4
9.73,5.76,0.552,F7V,V,4
7.54,4.41,1.068,K0II,II,1
9.15,3.28,0.354,F0V,V,4
9.02,1.98,1.692,M4III,III,2
6.8,5.58,0.974,K0III,III,2
8.59,7.47,0.509,F6V,V,4
5.83,6.5,1.216,K1III,III,2
6.94,3.53,1.61,M1III,III,2
5.89,7.08,-0.033,A0V,V,4
9.39,4.35,0.064,A0V,V,4
7.74,15.17,0.49,F6V,V,4
8.45,4.1,1.508,M3III,III,2
9.14,8.41,0.493,F5V,V,4
9.06,2.07,1.163,K2II,II,1
6.26,15.99,0.151,A3V,V,4
8.17,5.72,0.823,G8IV,V,4
9.0,5.79,0.432,F5V,V,4
6.78,7.32,0.991,K0III,III,2
9.46,6.32,0.371,F2V,V,4
5.25,19.73,0.101,A2V,V,4
4.45,19.31,0.981,G8III,III,2
8.42,2.8,0.329,A9IV,V,4
8.42,0.05,1.598,M2III,III,2
9.63,12.98,0.668,G3V,V,4
5.26,5.41,-0.066,B6V,V,4
8.26,4.34,0.857,G6IV,V,4
8.79,3.69,0.301,A1V,V,4
6.82,7.98,1.02,K2V,V,4
8.19,2.9,1.647,M1III,III,2
8.49,2.41,0.894,G8III,III,2
8.16,2.33,1.048,K0III,III,2
8.54,3.51,1.041,K1III,III,2
6.14,8.98,0.998,K0III,III,2
8.79,1.91,1.057,K1III,III,2
5.39,5.88,0.013,A1V,V,4
8.49,6.06,0.906,K0IV,V,4
7.88,3.0,1.14,K1III,III,2
7.46,2.97,0.36,B8II,II,1
9.46,10.88,0.505,F5V,V,4
5.92,6.52,0.899,K0III,III,2
11.03,11.11,0.76,K0V,V,4
7.64,5.62,0.5,F4V,V,4
8.5,5.61,0.637,G2V,V,4
4.76,9.92,1.337,K3III,III,2
8.66,1.96,0.169,A3IV,V,4
9.43,-0.26,0.327,B0V,V,4
4.22,25.54,0.343,F2III,III,2
5.48,6.14,1.259,K2III,III,2
8.16,17.16,0.568,F8V,V,4
8.17,15.71,0.617,G2V,V,4
6.36,10.02,0.04,A0V,V,4
7.53,8.86,0.221,A5V,V,4
6.57,6.97,1.007,K0III,III,2
7.86,2.34,0.141,B9III,III,2
7.76,4.23,1.109,G9III,III,2
9.01,10.82,0.637,G3V,V,4
8.77,4.99,0.566,F7V,V,4
9.02,13.39,0.579,G0V,V,4
4.76,17.85,0.906,K0III,III,2
7.56,21.22,0.584,G0V,V,4
7.15,1.79,1.668,M2III,III,2
7.68,4.83,1.2,K1III,III,2
7.26,2.04,1.526,K5III,III,2
8.83,2.95,0.979,G8III,III,2
9.09,6.41,0.48,F6V,V,4
8.23,0.42,0.257,O9V,V,4
7.93,4.81,0.9,K0III,III,2
8.92,8.06,0.546,F6V,V,4
7.42,9.05,0.48,F2V,V,4
8.8,3.57,0.438,F3V,V,4
7.7,3.8,1.158,K0V,V,4
5.52,6.8,-0.099,B7V,V,4
4.56,7.97,1.554,K5III,III,2
8.74,2.93,0.306,B9V,V,4
9.43,0.36,1.129,K0III,III,2
8.66,15.95,0.703,G5V,V,4
8.46,4.31,1.13,K0V,V,4
5.86,8.21,0.903,G8III,III,2
8.35,11.12,0.655,G3V,V,4
9.82,33.01,1.216,K7V,V,4
9.13,2.57,1.096,K1III,III,2
9.29,15.53,0.774,G6V,V,4
8.18,4.26,0.756,G3IV,V,4
9.17,17.11,0.711,G6V,V,4
8.32,8.3,0.495,F5V,V,4
8.79,2.31,0.993,G8IV,V,4
9.25,3.36,0.98,K1III,III,2
6.38,31.18,0.484,F6V,V,4
8.68,4.04,0.438,F0V,V,4
7.8,3.6,1.285,K0III,III,2
7.82,4.6,0.145,A3III,III,2
8.29,8.38,0.628,G0V,V,4
9.08,0.5,1.022,K0III,III,2
6.03,5.89,1.249,K1III,III,2
8.09,38.45,0.827,K1V,V,4
7.94,7.94,1.216,K3III,III,2
8.49,3.02,0.105,A1V,V,4
8.29,10.51,0.74,G8V,V,4
8.24,10.35,0.476,F5V,V,4
7.05,2.11,1.236,K1III,III,2
6.05,96.33,0.862,K1V,V,4
9.04,13.19,0.574,G0V,V,4
8.51,19.52,0.636,G3V,V,4
6.67,7.74,0.17,A4V,V,4
7.86,3.34,0.983,K0III,III,2
7.89,1.82,1.383,K3III,III,2
8.01,9.98,0.398,F2V,V,4
6.31,9.94,0.196,A7IV,V,4
6.35,3.23,0.093,B8III,III,2
8.8,10.09,0.518,F7V,V,4
7.22,14.23,0.294,A7V,V,4
8.97,9.06,0.539,F7V,V,4
7.69,2.97,1.603,K5III,III,2
8.14,2.34,1.06,K0III,III,2
8.41,13.36,0.695,G1V,V,4
6.3,9.27,0.457,F5III,III,2
8.68,7.56,0.321,F0III,III,2
6.59,5.11,0.957,K0III,III,2
9.16,27.61,1.057,K5V,V,4
9.72,-0.52,0.459,O8V,V,4
9.68,6.27,0.569,F6V,V,4
5.93,16.83,0.437,F5V,V,4
8.49,2.6,0.364,F0III,III,2
6.74,8.56,0.94,G8V,V,4
8.44,7.28,0.417,F5V,V,4
8.14,1.89,1.581,M1III,III,2
8.32,11.0,0.433,F5V,V,4
8.66,20.56,0.672,G3V,V,4
8.23,33.83,0.933,K1V,V,4
8.43,13.01,0.523,F7V,V,4
6.22,2.93,1.571,K4III,III,2
7.99,4.23,0.881,G8III,III,2
6.61,17.36,0.374,F2V,V,4
8.41,7.03,0.542,F3V,V,4
8.98,10.84,0.656,G6V,V,4
9.48,0.09,0.938,G8III,III,2
7.97,4.8,1.02,K0III,III,2
8.88,1.84,0.367,B6III,III,2
6.86,4.65,0.972,K0III,III,2
7.79,2.5,1.2,K2III,III,2
8.96,7.25,0.582,F8V,V,4
8.22,1.81,1.245,K2III,III,2
6.53,6.71,1.044,G8II,II,1
9.13,2.08,1.129,K1III,III,2
9.44,5.21,0.503,F7V,V,4
9.97,5.03,0.558,G1V,V,4
8.75,20.07,0.717,G5V,V,4
8.52,3.91,0.266,A5IV,V,4
7.98,6.63,0.28,A5V,V,4
7.04,6.92,1.137,K0II,II,1
8.97,5.83,0.999,G8III,III,2
7.38,4.18,1.535,M3III,III,2
8.62,3.91,1.317,K2III,III,2
8.36,8.71,0.413,F3V,V,4
8.51,5.22,0.48,F3V,V,4
7.61,5.87,1.104,K0III,III,2
9.33,7.72,0.528,F5V,V,4
8.62,4.16,1.08,K0III,III,2
9.21,4.93,0.407,F0V,V,4
8.38,4.4,0.129,A3V,V,4
9.65,7.09,0.6,F7V,V,4
7.03,5.27,1.021,K0III,III,2
9.06,4.26,1.147,K2III,III,2
8.07,5.52,1.044,K0III,III,2
5.59,37.78,0.445,F4V,V,4
8.02,4.56,1.063,G8III,III,2
7.4,7.89,0.199,A4V,V,4
8.02,2.66,0.931,G8III,III,2
5.97,22.46,0.478,F7IV,V,4
8.74,5.89,0.49,F3V,V,4
6.55,5.84,0.937,G8III,III,2
9.76,5.16,0.53,F3V,V,4
8.16,9.45,0.481,F5V,V,4
10.05,-1.07,1.57,K5III,III,2
8.03,3.51,1.219,K0III,III,2
8.52,2.08,1.086,K0II,II,1
9.23,6.11,0.702,G5V,V,4
8.94,1.62,0.99,K0III,III,2
5.58,28.24,0.471,F6V,V,4
8.22,1.5,0.29,B6V,V,4
7.07,2.37,1.812,M1III,III,2
8.84,1.92,1.311,K2III,III,2
9.46,5.86,0.823,G8V,V,4
8.67,3.59,0.156,A3V,V,4
7.39,1.95,1.473,K4III,III,2
8.21,13.47,0.751,G5V,V,4
8.78,5.64,0.466,F3V,V,4
9.05,6.57,0.257,A2V,V,4
6.22,4.83,1.567,K5III,III,2
8.49,3.32,1.001,G8III,III,2
7.64,11.04,0.49,F5V,V,4
9.3,8.67,0.585,G2V,V,4
8.36,3.0,1.129,K2III,III,2
8.99,26.81,0.876,K3V,V,4
6.15,5.86,1.623,M4III,III,2
9.34,6.31,0.494,F6V,V,4
9.66,8.42,0.627,G5V,V,4
7.27,4.19,1.301,K1III,III,2
7.6,8.93,0.363,F0V,V,4
7.84,38.87,0.96,K2V,V,4
7.56,20.12,0.577,G0V,V,4
8.93,7.4,0.428,F5IV,V,4
9.32,2.22,1.118,K0IV,V,4
6.74,11.92,0.368,F0IV,V,4
7.69,4.16,0.106,B9III,III,2
8.46,5.19,1.412,K0V,V,4
8.08,6.24,0.309,A9IV,V,4
9.23,5.52,0.344,A9III,III,2
8.37,3.9,0.9,F2V,V,4
10.5,8.39,0.736,G6V,V,4
8.3,6.5,1.089,K1III,III,2
9.04,9.14,0.439,F3V,V,4
9.08,3.18,0.284,A9V,V,4
6.06,2.8,1.403,K3III,III,2
7.93,11.87,0.529,F5V,V,4
5.8,31.41,0.415,F5IV,V,4
5.82,4.99,1.334,K2III,III,2
9.3,1.55,0.994,G8III,III,2
8.5,8.33,0.483,F6III,III,2
